title,title_en,website,phone,address,address_en,email,coords
"Εκκλησία της Μεταμόρφωσης ","Church of Metamorphosis",\N,\N,"Θεωρίας 12 Αθήνα 105 55,  Ελλάδα ",\N,\N,"37.9726422, 23.7323044"
"Εθνική Πινακοθήκη ","National Gallery - Museum Alexandros Soutzos","http://www.nationalgallery.gr/",\N,"Βασιλέως Κωνσταντίνου 50 Αθήνα 115 28,  Ελλάδα ",\N,\N,"37.9867311, 23.7782244"
"Αρχαιολογικός Χώρος Κεραμεικού ","Keramikos Archaeological Site",\N,\N,"Ερμού 148 Αθήνα 105 53,  Ελλάδα ",\N,\N,"37.9779071, 23.7171714"
"Πινακοθήκη Δήμου Αθηναίων","Municipal Gallery of Athens","https://www.cityofathens.gr/node/668",\N,"Λεωνιδίου & Μυλλέρου Μεταξουργείο Τ.Κ, 104 36",\N,\N,"37.98303797185881, 23.71937058234119"
"Πάρκο Ακαδημίας Πλάτωνος ","Plato's Academy Park","",\N,"West Monastiriou Αθήνα,  Ελλάδα ",\N,"","37.9926719, 23.7076159"
"Ναός της Παναγίας Παντάνασσας ","Church of St. Mary Pantanassa",\N,\N,"Μητροπόλεως Μοναστηράκι Αθήνα 105 55,  Ελλάδα ",\N,\N,"37.9764267, 23.7261183"
"Μικρολίμανο ","Microlimano",\N,\N,"Akti Koumoundourou Αθήνα,  Ελλάδα ",\N,\N,"37.9388262, 23.6601868"
"Ιερός Ναός Αγίου Δημητρίου Λουμπαρδιάρη ","Ieros Naos Agios Dimitrios Loubardiaris",\N,\N,"Διονυσίου Αρεοπαγίτη Λόφος Φιλοπάππου Αθήνα 11741,  Ελλάδα ",\N,\N,"37.9700615, 23.7202861"
"Μουσείο της Πόλεως των Αθηνών","Athens City Museum","https://athenscitymuseum.gr/",\N,"Παπαρρηγοπούλου 7 Πλατεία Κλαυθμώνος Αθήνα,  Ελλάδα","Paparigopoulou 7, Athens",\N,"37.9788614, 23.7315654"
"Αρχοντικο Μπενιζέλων ","Mansion Benizelou","http://archontiko-mpenizelon.gr/el/",\N,"Αδριανου 96 Αθήνα,  Ελλάδα ",\N,"","37.9742021, 23.7292033"
"Τζαμί Τζισδαράκη","Tzisdarakis Mosque (o Moschea della Fontana di sotto)","http://www.mnep.gr/en",\N,"Άρεως 1 & Πανδρόσου Αθήνα 105 58,  Ελλάδα",\N,\N,"37.9759204, 23.7260321"
"Μνημείο του Λυσικράτη","Monument of Lysikrates","http://odysseus.culture.gr/h/1/gh151.jsp?obj_id=891",\N,"Πλατεία του Λυσικράτη Πλάκα Αθήνα 999-20,  Ελλάδα",\N,\N,"37.9710881, 23.7299467"
"Αγγλικανική Εκκλησία Αγίου Παύλου ","St Paul's Anglican (Episcopal) Church",\N,\N,"",\N,\N,"37.972316, 23.733676"
"Agia Marina Church ","St. Marina Church",\N,\N,"Agias Marinas Avenue Αθήνα 19400,  Ελλάδα ",\N,\N,"37.8742688, 24.0185843"
"Ψηφιακό Μουσείο Πλάτωνος ","Digital Museum Plato",\N,\N,"Αλκμεώνος 1 Αθήνα 104 42,  Ελλάδα ",\N,\N,"37.9944535, 23.7073032"
"Μουσείο Ελληνικών Λαϊκών Μουσικών Οργάνων  ","Museum of Greek Folk Musical Instruments","http://www.instruments-museum.gr/",\N,"",\N,"melmoke@otenet.gr","37.9744696, 23.727488"
"Τεχνόπολη Δήμου Αθηναίων","Technopolis City of Athens","https://athens-technopolis.gr/",\N,"Πειραιώς 100 Γκάζι Αθήνα 118 54,  Ελλάδα",\N,\N,"37.9777776, 23.7136161"
"Ναός Παναγίας Γοργοεπηκόου και Αγίου Ελευθέριου ","Little Metropolis","http://odysseus.culture.gr/h/1/gh151.jsp?obj_id=1720",\N,"Πλατεία Μητροπόλεως Αθήνα 105 56,  Ελλάδα ",\N,\N,"37.9750473, 23.7299631"
"Μουσείο Κοσμήματος Ηλία Λαλαούνη ","Ilias Lalaounis Jewelry Museum","http://www.lalaounis-jewelrymuseum.gr/",\N,"",\N,"","37.9691872, 23.7266751"
"Η Φυλακή του Σωκράτη ","Prison of Socrates",\N,\N,"Λόφος Φιλοπάππου Αθήνα,  Ελλάδα ",\N,\N,"37.9693008, 23.7208403"
"Παραλία Βούλας ","Voula Beach",\N,\N,"Βούλα Αθήνα,  Ελλάδα ",\N,\N,"37.8504972, 23.7494906"
"Πύλη του Αδριανού ","Arch of Hadrian (Pili tou Adrianou)","http://odysseus.culture.gr/h/1/gh151.jsp?obj_id=1794",\N,"Λεωφόρος Αμαλίας Αθήνα,  Ελλάδα ",\N,\N,"37.9701976, 23.7320281"
"Στάση Σύνταγμα","Syntagma Station",\N,\N,"Λεωφορος Βασιλισσης Αμαλιας πλατεία Συντάγματος Αθήνα 105 63,  Ελλάδα",\N,\N,"37.9757246316926, 23.735393844042832"
"Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών ","National and Kapodistrian University of Athens","http://www.uoa.gr/",\N,"Πανεπιστημίου 30 Αθήνα 106 79,  Ελλάδα ",\N,"","37.968196, 23.7786871"
"Ρωμαϊκή Αγορά ","Roman Agora","",\N,"Πολυγνώτου 3 Αθήνα 105 55,  Ελλάδα ",\N,"","37.9743749, 23.7255435"
"Εθνικό Αστεροσκοπείο Αθηνών - Θησείο ","National Observatory of Athens - Thiseio","http://www.noa.gr/",\N,"Λόφος Νυμφών Αθήνα 11810,  Ελλάδα ",\N,\N,"37.9747136, 23.7164323"
"Οδός Αδριανού","Adrianou Street","https://athensattica.com/el/ti-na-deite/axiotheata/odos-adrianou/",\N,"Οδός Αδριανού Πλάκα Αθήνα 105 55,  Ελλάδα",\N,\N,"37.9748719, 23.7264347"
"Πνύκα ","Pnyx",\N,\N,"Λοφος Φιλοπαππου Αθήνα,  Ελλάδα ",\N,\N,"37.9673704, 23.7211633"
"Ακαδημία Αθηνών ","The Academy of Athens","http://www.academyofathens.gr/",\N,"28 Panepistimiou Avenue Αθήνα 106 79,  Ελλάδα ",\N,"","37.9800843, 23.7341955"
"Μονή Δαφνίου ","The Monastery of Daphni","",\N,"Athinon avenue Αθήνα,  Ελλάδα ",\N,"","38.0130047, 23.6358898"
"Εβραϊκο Μουσείο Ελλάδος ","The Jewish Museum of Greece","http://www.jewishmuseum.gr/",\N,"Νίκης 39 Αθήνα 105 57,  Ελλάδα ",\N,\N,"37.9728896, 23.7331171"
"Εκκλησία της Παναγίας Καπνικαρέας ","Church of Kapnikarea","http://odysseus.culture.gr/h/1/gh151.jsp?obj_id=833",\N,"Kapnikarea Platz Αθήνα,  Ελλάδα ",\N,\N,"37.9763655, 23.7286418"
"Μουσείο Ηρακλειδών","Museum Herakleidon","http://herakleidon-art.gr/",\N,\N,\N,\N,"37.9749733, 23.7196059"
"Γκάζι ","Gazi","",\N,"Voutadon Street Kerameikos Metro Station Αθήνα,  Ελλάδα ",\N,"","37.9789812, 23.7119618"
"Me Kolonaki","Me Kolonaki","http://www.meathens.com/","+30 21 0724 2588","Καψάλη 10 Αθήνα 10674,  Ελλάδα ",\N,"ask@mesomething.com","37.9766039, 23.7424348"
"V1935 Mediterranean Tastes","V1935 Mediterranean Tastes",\N,"+30 21 0410 0603","Βουλής 29 Syntagma Square Αθήνα 10557,  Ελλάδα ",\N,\N,"37.97495, 23.7323862"
"Victory Cafe","Victory Cafe","","+30 21 0324 8782","Φιλελλήνων 22 Αθήνα 10557,  Ελλάδα ",\N,"","37.9726586, 23.7334738"
"Enjoy Just Falafel","Enjoy Just Falafel",\N,"+30 21 5525 9599","Αριστοτέλους 98 Victoria Square Αθήνα 104 34,  Ελλάδα ",\N,\N,"37.9942551, 23.7293821"
"Fine Mess Smokehouse","Fine Mess Smokehouse","http://Finemess.gr/","+30 21 1115 5725","Σκουφά 73 Αθήνα 10680,  Ελλάδα ",\N,"hello@finemess.gr","37.9819307, 23.7366967"
"Indian Haveli","Indian Haveli","http://www.indianhaveli.gr/","+30 21 0924 4522","Λεωφόρος Συγγρού 12 Αθήνα 117 42,  Ελλάδα ",\N,"","37.9685664, 23.7314517"
"Vegan Beat","Vegan Beat","","+30 21 0325 2004","Πανδρόσου 7-15 First Floor Αθήνα 10556,  Ελλάδα ",\N,"","37.9753112, 23.7284616"
"Dinner in the Sky","Dinner in the Sky",\N,"+30 694 539 6509","Ιάκχου & Βουτάδων, Τεχνόπολη Δήμου Αθηναίων Αθήνα 11854,  Ελλάδα ",\N,\N,"37.9777776, 23.7136161"
"Scala Vinoteca","Scala Vinoteca",\N,"+30 21 0361 0041","Σίνα 50 & Αναγνωστοπούλου Αθήνα 106 72,  Ελλάδα ",\N,\N,"37.9816424, 23.7380856"
"Thes \"Greek Creative Cuisine\"","Thes \"Greek Creative Cuisine\"","","+30 21 0321 2858","Τάκη 16 Ψυρρή Αθήνα 105 54,  Ελλάδα ",\N,"thespsirri@gmail.com","37.9784024, 23.7238391"
"Cinque Wine & Deli Bar","Cinque Wine & Deli Bar",\N,"+30 21 5501 7853","Αγαθάρχου 15 Αθήνα 105 54,  Ελλάδα ",\N,\N,"37.9783944, 23.7234"
"Jaipur Palace","Jaipur Palace",\N,"+30 21 0981 2009","Λεωφόρος Συγγρού 121 Αθήνα 11745,  Ελλάδα ",\N,\N,"37.9568833, 23.7173841"
"Simul Gastronomic Situ","Simul Gastronomic Situ","http://www.simul.gr/","+30 21 0722 4737","Υψηλάντου 63 Κολωνάκι Αθήνα 115 21,  Ελλάδα ",\N,"info@simul.gr","37.9779176, 23.7504271"
"Oroscopo","Oroscopo",\N,"+30 21 0723 8567","Οδός Αντήνορος 42-44 Πλατεία Caravel Hotel Αθήνα 16121,  Ελλάδα ",\N,\N,"37.9734222, 23.7505441"
"5Φ","5F","https://www.ask4food.gr/estiatoria/15728-5f","+30 21 0722 4242","Διοχάρους 31 Αθήνα 16121,  Ελλάδα ",\N,"","37.9714603, 23.7576521"
"Aleria","Aleria","http://www.aleria.gr/","+30 21 0522 2633","Μεγ. Αλεξάνδρου 57 Μεταξουργείο Αθήνα 104 35,  Ελλάδα ",\N,"info@aleria.gr","37.9830778, 23.7177722"
"Liondi Traditional Greek Restaurant","Liondi Traditional Greek Restaurant","http://lionti.youplanet.com/","+30 21 0921 9994","Οδός Μακρυγιάννη 19-21 Αθήνα 11742,  Ελλάδα ",\N,"leontitis.oinos@gmail.com","37.968175, 23.7294576"
"Po' Boys BBQ","Po' Boys BBQ","https://www.poboysbbq.gr/","+30 21 0323 4672","Αγαθάρχου 12 & Λεπενιότου Ψυρρί Αθήνα 10554,  Ελλάδα ",\N,"vasilisporos@gmail.com","37.9782813, 23.7232803"
"Ατίταμος","Atitamos","","+30 21 0330 0864","Σόλωνος και Καποδιστρίου 2 Αθήνα 10677,  Ελλάδα ",\N,"elenib21@hotmail.com","37.98614, 23.73232"
"Μαίανδρος","Maiandros","http://www.maiandros.eu/","+30 21 0321 0181","Αδριανού 47 Μοναστηράκι Αθήνα 10555,  Ελλάδα ",\N,"","37.97573, 23.72541"
"All That Jatz","All That Jatz","http://allthatjatz.com/","+30 21 0331 4753","Αγίου Φιλίππου & Άστιγγος Αθήνα 10555,  Ελλάδα ",\N,"","37.9766805, 23.7232888"
"Λίθος","Lithos","","+30 21 0324 7797","Αισώπου 17 Ψυρρή Αθήνα,  Ελλάδα ",\N,"","37.988798364702, 23.654298234847"
"Caravin Wine & Wanderlust","Caravin Wine & Wanderlust",\N,"+30 21 1400 3962","Ακαμάντους 11 Αθήνα 11851,  Ελλάδα ",\N,\N,"37.9743756, 23.718733"
"Μυρώνι","Myroni","","+30 21 0520 2339","Μεγάλου Αλεξάνδρου 7 Αθήνα 104 37,  Ελλάδα ",\N,"","37.98455, 23.7212"
"Το κυκλάμινο","To kyklamino",\N,"+30 21 1115 9787","Πλ. Αβησσυνίας 3 Αθήνα 105 55,  Ελλάδα ",\N,\N,"37.9766246, 23.7241066"
"Tα Καραμανλίδικα του Φάνη","Ta Karamanlidika tou Fani",\N,"+30 21 0325 4184","Σωκράτους 1 & Ευριπίδου 52 Αθήνα 105 52,  Ελλάδα ",\N,\N,"37.986004, 23.733956"
"A little Taste of Home","A little Taste of Home","","+30 21 0341 0013","Δεκέλεων 3 Γκάζι Αθήνα 11854,  Ελλάδα ",\N,"alsaleh52@hotmail.com","37.9784489, 23.7102935"
"Smak.","Smak.","http://www.smakathens.gr/","+30 21 1409 7046","Ρόμβης 21 Αθήνα 10560,  Ελλάδα ",\N,"smakathens@gmail.com","37.97744, 23.730096"
"Χαρούμενο Μπλεντεράκι","Charoumeno Mplenteraki",\N,"+30 21 0363 8484","Ηφαίστου 39 παραδοσιακός δρόμος Αθήνα 10555,  Ελλάδα ",\N,\N,"37.9763715, 23.7234165"
"Bandiera","Bandiera","","+30 697 726 1279","Τακη 19 Psirri Αθήνα 10554,  Ελλάδα ",\N,"","37.978313, 23.723851"
"BiteBox","BiteBox","http://bit.ly/bitebox-koykaki","+30 21 0923 7817","Βεΐκου 84 Αθήνα 11741,  Ελλάδα ",\N,"bitebox.koykaki@gmail.com","37.9636839, 23.7216011"
"Κρήτη","Kriti","","+30 21 0382 6998","Βερανζέρου 5 Πλατεία Κάνιγγος Αθήνα 10677,  Ελλάδα ",\N,"","37.985431090308, 23.730962650192"
"Το Τρίκυκλο","To Trikyklo","http://www.totrikyklo.gr/","+30 21 0923 2384","Πυθέου 34 & Γεωμέτρου 1, Λόφος Λαμπράκη, Νέος Κόσμος Αθήνα 117 43,  Ελλάδα ",\N,"info@totrikyklo.gr","37.96234, 23.73232"
"Σφήκα","Sfika","","+30 21 0922 1341","Στρατηγού Κοντούλη 15 Αθήνα,  Ελλάδα ",\N,"","37.96607, 23.72619"
"BlueFish Athens","BlueFish Athens","","+30 21 3036 4214","Καλογριώνη 6 Αθήνα 10556,  Ελλάδα ",\N,"","37.9753113, 23.7275867"
"Δίοδος Αρχαίας Αγοράς","Diodos Archaias Agoras",\N,"+30 21 0321 2256","Ανδριανού 19 Μοναστηράκι Αθήνα 105 55,  Ελλάδα ",\N,\N,"37.9760275, 23.7234896"
"Aspro Alogo","Aspro Alogo",\N,"+30 21 0322 0551","Απόλωνος & Πατρώου 4 Αθήνα 105 57,  Ελλάδα ",\N,\N,"37.9749, 23.731299"
"Οινομαγειρείο Η Ήπειρος","Oinomageireio I Ipeiros","","+30 21 0324 0773","Φιλοποίμενος 4 Βαρβάκειος Αγορά Αθήνα 105 51,  Ελλάδα ",\N,"","37.97999696, 23.728078038"
"Spiti Mas","Spiti Mas","","+30 21 0331 4751","Ναυάρχου Αποστόλη 10 Αθήνα 10554,  Ελλάδα ",\N,"","37.977868, 23.7228863"
"Λοστρέ κουζίνα","Lostre kouzina","http://www.lostrekouzina.eu/","+30 21 0922 6600","Πυθέου 32 Νέος Κόσμος Αθήνα 117 43,  Ελλάδα ",\N,"","37.962471277, 23.732286237"
"Πέρα","Pera",\N,"+30 21 0323 2368","Αιόλου 57 Monastiraki Αθήνα 105 51,  Ελλάδα ",\N,\N,"37.9774684, 23.7268116"
"Sushimou","Sushimou","http://sushimou.gr/","+30 21 1407 8457","Σκούφου 6 Αθήνα 105 57,  Ελλάδα ",\N,"hello@sushimou.gr","37.9744241, 23.7324616"
"Gevomai Kai Magevomai","Gevomai Kai Magevomai",\N,"+30 21 0345 2802","Nileos 11 Thisio Αθήνα,  Ελλάδα ",\N,\N,"37.9748047, 23.7183478"
"ΑΡΚΑΔΙΑ ΕΣΤΙΑΤΟΡΙΟ","ARKADIA ESTIATORIO","http://www.greektaverna.gr/","+30 21 0923 8124","ΜΑΚΡΥΓΙΑΝΝΗ 23-27 Αθήνα 11742,  Ελλάδα ",\N,"","37.96814, 23.7294899"
"Ευχάρις","Efcharis","http://www.efxarisathens.gr/","+30 21 0322 6330","Αδριανού 49 Μοναστηράκι Αθήνα 105 55,  Ελλάδα ",\N,"","37.975731572304, 23.725415335566"
"Indian Chef","Indian Chef","http://www.indianchef.gr/","+30 21 0923 6336","Λεωφ. Ανδρέα Συγγρού 55 Αθήνα 117 43,  Ελλάδα ",\N,"","37.9626259, 23.7245132"
"Ψαροταβέρνα Η Τρατα","Psarotaverna I Trata","http://www.athenstrata.gr/","+30 21 0383 8531","Θεμιστοκλέους 8 & Νικηταρά 9 Αθήνα 106 78,  Ελλάδα ",\N,"","37.9843, 23.73089"
"Balcony Restaurant & Bar","Balcony Restaurant & Bar","http://balconyathens.com/","+30 21 1411 8437","Βεΐκου 1 Αθήνα 11742,  Ελλάδα ",\N,"info@balconyathens.com","37.9673929, 23.7287735"
"Taqueria Maya Athens","Taqueria Maya Athens","http://www.taqueriamaya.com/","+30 21 1216 7081","Πετράκη 10 Σύνταγμα Αθήνα 105 63,  Ελλάδα ",\N,"","37.9755862, 23.7316177"
"Ραραού","Raraou","","+30 21 0330 0237","Εμ. Μπενάκη 69Α &Βαλτετσίου & Βαλτετσίου Αθήνα 10681,  Ελλάδα ",\N,"raraoucantina@gmail.com","37.98589773655, 23.735430836678"
"Μαύρος Γατος","Mavros Gatos","","+30 21 0723 6903","Πολέμωνος 4 Αθήνα 116 35,  Ελλάδα ",\N,"kolezoi1@yahoo.com","37.97148, 23.7447"
"Μέγας Αλέξανδρος Greek Restaurant","Megas Alexandros Greek Restaurant","https://alexanderthegreatathens.com/en/","+30 21 0520 3909","Μεγάλου Αλεξάνδρου 3 Αθήνα 104 37,  Ελλάδα ",\N,"georgiavlachou@hotmail.com","37.968175, 23.7294576"
"Flavour Business Resto Cafe","Flavour Business Resto Cafe","http://www.flavour.gr/","+30 21 0931 0935","Λεωφόρος Συγγρού 133 Νέος Κόσμος Αθήνα 117 45,  Ελλάδα ",\N,"","37.9551733, 23.7151718"
"Οινοπωλείο","Oinopoleio","http://www.oinopoleio.gr/","+30 21 3008 1461","Αισχύλου 12 Psirri Αθήνα 105 54,  Ελλάδα ",\N,"oinopoleion.cookhouse@gmail.com","37.978771102237, 23.725120873114"
"Κιουζίν","Kiouzin","http://kiouzin.com/","+30 21 0364 7407","Λυκαβηττού 16 Κολωνάκι, λίγα μέτρα πριν τον Ιερό Ναό Αγίου Διονυσσίου Αθήνα 10673,  Ελλάδα ",\N,"info@kiouzin.com","37.9795299, 23.73793"
"Tudor Hall","Tudor Hall",\N,"+30 21 0333 0265","Βασ. Γεωργίου Α'  3 Syntagma Square Αθήνα 105 64,  Ελλάδα ",\N,\N,"37.976265, 23.734921"
"Ερωτόκριτος Σουβλάκι","Erotokritos Souvlaki","http://www.souvlaki-erotokritos.gr/","+30 21 0381 2583","Κάνιγγος 3 Αθήνα 106 77,  Ελλάδα ",\N,"","37.9847289, 23.7304228"
"Ταβέρνα  Άρης","Taverna  Aris","http://tinyurl.com/tripadvisor-taverna-aris","+30 21 0324 9615","Σοφοκλέους 17-19 Στοά Αθανάτων Αθήνα 10505,  Ελλάδα ",\N,"arnold.tsoutsis@gmail.com","37.98083, 23.72797"
"Brigante La Cucina del Quartiere","Brigante La Cucina del Quartiere","","+30 21 1182 1400","Ξενοφώντος 6 Αθήνα 105 57,  Ελλάδα ",\N,"","37.9742643, 23.7341798"
"Alficon","Alficon","http://www.alficonathens.com/","+30 21 6900 5059","Ηρώνδα 8 Καλλιμάρμαρο Αθήνα 11636,  Ελλάδα ",\N,"info@alficonathens.com","37.9708327, 23.7432659"
"Ella Greek Cooking","Ella Greek Cooking","","+30 21 0331 5547","Μητροπόλεως 26 Αθήνα 10563,  Ελλάδα ",\N,"info@ellagreekcooking.gr","37.975385, 23.732075"
"Point a Bar and Restaurant","Point a Bar and Restaurant","http://www.acropolispoint.gr/","+30 21 0923 8991","Ροβέρτου Γκάλλι 4 Ξενοδοχείο ΗΡΩΔΕΙΟ Αθήνα 117 42,  Ελλάδα ",\N,"pointa@herodion.gr","37.9684143, 23.727066"
"Kalamaki Bar","Kalamaki Bar","https://kalamakibar.remenu.net/#!/welcome/","+30 21 1017 1862","Δράκου 15 Αθήνα 117 42,  Ελλάδα ",\N,"","37.9654403, 23.7258765"
"Baba Au Rum","Baba Au Rum",\N,"+30 21 1710 9140","Kleitiou 6 Αθήνα,  Ελλάδα ",\N,\N,"37.9773968, 23.7298542"
"Όπως παλιά","Opos palia","","+30 21 0923 9718","Βείκου 2 Αθήνα 117 42,  Ελλάδα ",\N,"","37.967406722899, 23.72873727318"
"Σπονδή","Spondi","http://www.spondi.gr/","+30 21 0756 4021","5 Pirronos Pagkrati Αθήνα 116 36,  Ελλάδα ",\N,"info@spondi.gr","37.96512, 23.74307"
"Thea Terrace Bar","Thea Terrace Bar",\N,"+30 21 0323 4350","21 Apollonos Plaka Αθήνα 105 57,  Ελλάδα ",\N,\N,"37.9745969, 23.7309935"
"Ρακόρ","Rakor","http://rakor.rest/","+30 21 1710 8877","Πλαταιών 10 Κεραμεικός Αθήνα 104 35,  Ελλάδα ",\N,"rakor.eatery@gmail.com","37.980477291, 23.717087586"
"Ψαροχώρι","Psarochori","","+30 21 0643 8691","Τσόχα 21 Αθήνα 11521,  Ελλάδα ",\N,"","37.98547, 23.75695"
"Σουβλάκι Ο Κώστας","Souvlaki O Kostas",\N,"+30 21 0323 2971","ΒΑΣΙΛΙΚΗΣ 1  ΠΛΑΤΕΙΑ ΑΓΙΑΣ ΕΙΡΗΝΗΣ Μοναστηράκι Αθήνα 105 60,  Ελλάδα ",\N,\N,"37.977454, 23.7279458"
"Cantina Bella","Cantina Bella","https://cantina-bella.business.site/#menu","+30 21 0922 9739","Ορλώφ 1 Αθήνα 11741,  Ελλάδα ",\N,"cantinabellafood@gmail.com","37.9636723, 23.7213291"
"Nolan","Nolan","http://www.nolanrestaurant.gr/","+30 21 0324 3545","Βουλής 31-33 Σύνταγμα Αθήνα 105 57,  Ελλάδα ",\N,"nolanathens@gmail.com","37.9748017, 23.7323724"
