name,days_hours_open,site,phone,email,address,category,latitude,longitude
"Second Skin Club ","Wednesday 11 PM - 6 AM\
Thursday 11 PM - 6 AM\
Friday CLOSED\
Saturday CLOSED\
Sunday 11 PM - 6 AM\
Monday 11:45 PM - 7 AM\
Tuesday CLOSED\
","http://www.secondskinclub.gr/","697 680 1029","","Damokleous 8, Gazi, 11854 Athens, Greece","Arts and Entertainment","37.979368701757","23.711155579311"
"Hashtag ","Wednesday 9 AM - 3 AM\
Thursday 9 AM - 3 AM\
Friday 9 AM - 3 AM\
Saturday 9 AM - 3 AM\
Sunday 9 AM - 5 AM\
Monday 9 AM - 5 AM\
Tuesday 9 AM - 3 AM\
","","21 0277 6561","","Kosta Varnali 21, 14231 Athens, Greece","Arts and Entertainment","38.042322968","23.75135045"
"Cine Flisvos ","","https://www.cineflisvos.gr/","21 0982 1256","","Flisvos Park, 175 61 Athens, Greece","Arts and Entertainment","37.927967765356","23.685364723206"
"Nixon Bar ","","http://www.nixon.gr/","21 0346 2077","","Skoufa st 53, 10672 Athens, Greece","Arts and Entertainment","37.980588","23.737924"
"The Brainfall Hotel - Adventure Rooms ","Wednesday 5 PM - 12:30 AM\
Thursday 5 PM - 12:30 AM\
Friday 5 PM - 12:30 AM\
Saturday 5 PM - 12:30 AM\
Sunday 5 PM - 12:30 AM\
Monday 3 PM - 12:30 AM\
Tuesday 3 PM - 12:30 AM\
","http://thebrainfallhotel.gr/","21 0770 5058","","Kerasountos 7, 11528 Athens, Greece","Arts and Entertainment","37.981314406878","23.757247924805"
"Jump n Jive Athens Swing Team ","Wednesday 5 PM - 9 PM\
Thursday 5 PM - 9 PM\
Friday 5 PM - 9 PM\
Saturday 5 PM - 9 PM\
Sunday 7 PM - 9 PM\
Monday 12 PM - 9 PM\
Tuesday CLOSED\
","https://www.instagram.com/jumpnjive.gr","","","Zan Moreas 1, 11741 Athens, Greece","Arts and Entertainment","37.9641914","23.721838"
"The Bernier-Eliades Gallery - 707 Photos - 43 Reviews - Art Gallery - Eptachalkou St. 11, Thission, 11851 Athens, Greece","Wednesday 10:30 AM - 6:30 PM\
Thursday 10:30 AM - 6:30 PM\
Friday 10:30 AM - 6:30 PM\
Saturday 10:30 AM - 6:30 PM\
Sunday 10:30 AM - 6:30 PM\
Monday 12 PM - 4 PM\
Tuesday CLOSED\
","http://www.bernier-eliades.com/","","","Eptachalkou St. 11, Thission, 11851 Athens, Greece","Arts and Entertainment","37.9768521","23.7180507"
"HALF NOTE JAZZ CLUB ","Wednesday 10 PM - 1 AM\
Thursday 10 PM - 1 AM\
Friday CLOSED\
Saturday CLOSED\
Sunday 10 PM - 1 AM\
Monday 10 PM - 1 AM\
Tuesday 9 PM - 12 AM\
","http://www.halfnote.gr/","21 0921 3310","","17, TRIVONIANOU STR.,  METS, 11636 Athens, Greece","Arts and Entertainment","37.96498959","23.734726186667"
"A LIAR MAN (official) ","","","21 0345 5656","info@aliarman.gr","2 Sofroniou str, Gazi, Kerameikos, 11854 Athens, Greece","Arts and Entertainment","37.9796527","23.7116661"
"Caramela LIVE Stage Athens ","Wednesday 11 AM - 7 PM\
Thursday 11 AM - 7 PM\
Friday CLOSED\
Saturday CLOSED\
Sunday 11 AM - 7 PM, 11:45 PM - 8:30 AM\
Monday 11 AM - 7 PM, 11:45 PM - 8:30 AM\
Tuesday 11 AM - 7 PM, 11:45 PM - 8:30 AM\
","http://www.caramelalive.gr/","698 209 4069","","","Arts and Entertainment",\N,\N
"As gallery - Agapi Smpokou Contemporary Jewellery and Art ","","http://www.as-gallery.gr/","695 630 7474","","","Arts and Entertainment",\N,\N
"Fotagogos ","Wednesday 11 AM - 5 PM\
Thursday 11 AM - 5 PM\
Friday 11 AM - 5 PM\
Saturday 11 AM - 8 PM\
Sunday 11 AM - 8 PM\
Monday 12 AM - 7 PM\
Tuesday CLOSED\
","","21 0383 9355","","Kolokotroni 59B, 10560 Athens, Greece","Arts and Entertainment","37.97762066177","23.728698114513"
"Mike's Irish Bar (Official) ","","http://www.mikesirishbar.com/","21 0777 7116","mikesirishbar@gmail.com","","Arts and Entertainment",\N,\N
"Paradox Project ","","http://www.paradoxproject.gr/","695 727 2369","","Harokopou 93, 17676 Athens, Greece","Arts and Entertainment","37.96016","23.70771"
"La Ronda ","Wednesday 9 AM - 2 AM\
Thursday 9 AM - 2 AM\
Friday 9 AM - 2 AM\
Saturday 9 AM - 2 AM\
Sunday 9 AM - 4 AM\
Monday 9 AM - 4 AM\
Tuesday 10 AM - 2 AM\
","","21 3014 2760","","Voutza 1, Vyronas Athens, Greece, 16231 Athens, Greece","Arts and Entertainment","37.959293262608","23.754947550926"
"Black Box ","Wednesday 6 PM - 2:30 PM\
Thursday 6 PM - 2:30 PM\
Friday CLOSED\
Saturday 6 PM - 2:30 PM\
Sunday 9 AM - 5 PM\
Monday 9 AM - 5 PM\
Tuesday 6 PM - 2:30 PM\
","","21 0345 8605","","Agiou Orous 15, Athina 104 47, 10447 Athens, Greece","Arts and Entertainment","37.98203","23.7119399"
"Temple Athens ","","http://thetemple.gr/","697 941 7274","","Iakhou 17, 118 54 Athens, Greece","Arts and Entertainment","37.9789023","23.7129656"
"Casa e Campo Hospitality Plus ","","http://www.casaecampo.gr/","21 0620 6155","","16 Reras Street, Afidnes,, 19014 Athens, Greece","Arts and Entertainment","38.183954954286","23.838065695"
"Ritual Club Athens ","Wednesday 10 PM - 5 PM\
Thursday 10 PM - 5 PM\
Friday CLOSED\
Saturday 10 PM - 5 PM\
Sunday CLOSED\
Monday 11 PM - 8 AM\
Tuesday CLOSED\
","","694 549 9580","ritualclubathens@yahoo.com","loukianou 8a, Athens, Greece","Arts and Entertainment","37.978143116395","23.744330406189"
"Sweetspot Productions - Athens, Greece | Facebook","Wednesday 11 AM - 10 PM\
Thursday 11 AM - 10 PM\
Friday 11 AM - 10 PM\
Saturday 11 AM - 10 PM\
Sunday 11 AM - 10 PM\
Monday 11 AM - 10 PM\
Tuesday 11 AM - 10 PM\
","http://sweetspot.gr/","21 0330 3265","","Zoodochou Pigis 37, 10681 Athens, Greece","Arts and Entertainment","37.9849","23.73591"
"Eleftheria Tseliou Gallery - Art Gallery - Athens, Greece | Facebook - 44 Reviews - 337 Photos","Wednesday 12 PM - 8 PM\
Thursday 12 PM - 8 PM\
Friday 12 PM - 8 PM\
Saturday 12 PM - 8 PM\
Sunday 12 PM - 8 PM\
Monday 12 PM - 3 PM\
Tuesday CLOSED\
","http://www.tseliougallery.com/","21 0361 8188","","3, Iraklitou Str. Kolonaki, 10673 Athens, Greece","Arts and Entertainment","37.97785","23.73926"
"White Mask Productions ","","http://www.WhiteMaskmedia.gr/","693 665 5609","","","Arts and Entertainment",\N,\N
"NightCall ","","","698 009 1322","","Athens, Greece","Arts and Entertainment","37.968019440356","23.711242675781"
"TAF Theartfoundation ","Wednesday 10:30 AM - 2 AM\
Thursday 10:30 AM - 2 AM\
Friday 10:30 AM - 2 AM\
Saturday 10:30 AM - 2 AM\
Sunday 10:30 AM - 4 AM\
Monday 10:30 AM - 4 AM\
Tuesday 10:30 AM - 2 AM\
","http://theartfoundation.metamatic.gr/","21 0323 8757","","Normanou 5, 10555 Athens, Greece","Arts and Entertainment","37.976536846","23.724506986"
"cheapart official page ","","https://www.instagram.com/cheapartsocial/","21 0381 7517","","","Arts and Entertainment",\N,\N
"Street Shadows Dance School ","Wednesday 6 PM - 10 PM\
Thursday 6 PM - 10 PM\
Friday 6 PM - 10 PM\
Saturday 6 PM - 10 PM\
Sunday 6 PM - 10 PM\
Monday 12 PM - 6 PM\
Tuesday CLOSED\
","","21 0346 4979","streetshadows1@gmail.com","Triptolemou 30, 11854 Athens, Greece","Arts and Entertainment","37.979067473846","23.711768628645"
"Odeon ","","http://www.odeon.gr/","21 0678 6400","","275, Mesogeion Street, 15231 Athens, Greece","Arts and Entertainment","38.00467625027","23.793892264366"
"Gallery\"7\" ","Wednesday 11 AM - 3 PM\
Thursday 11 AM - 3 PM\
Friday 11 AM - 3 PM, 6 PM - 9 PM\
Saturday 11 AM - 2 PM, 6 PM - 9 PM\
Sunday 11 AM - 2 PM, 6 PM - 9 PM\
Monday 11 AM - 3 PM\
Tuesday CLOSED\
","http://gallery7.gr/","21 0361 2050","","20,Solonos st, 10673 Athens, Greece","Arts and Entertainment","37.97843","23.73856"
"Praxis recording studio ","","","21 0933 8961","","Attaleias 2 str. Nea Smyrni, 171 21 Athens, Greece","Arts and Entertainment","37.94618","23.71536"
"Mini tulips Bar-Club ","Wednesday 10 PM - 5 PM\
Thursday 10 PM - 5 PM\
Friday CLOSED\
Saturday CLOSED\
Sunday 10 PM - 5 PM\
Monday 10 PM - 5 PM\
Tuesday CLOSED\
","http://www.minitulips.gr/","693 800 0205","","Ermou 4 Penteli, 152 36 Athens, Greece","Arts and Entertainment","38.04924","23.86935"
"Gallery Kaplanon 5 ","","http://www.kaplanongalleries.com/","21 0339 0946","","Kaplanon 5 & Massalias, 106 80 Athens, Greece","Arts and Entertainment","37.98143","23.73659"
"Nrityashala Athens - Athens, Greece | Facebook","Wednesday 11 AM - 9 PM\
Thursday 11 AM - 9 PM\
Friday 11 AM - 9 PM\
Saturday 5 PM - 9 PM\
Sunday 5 PM - 9 PM\
Monday 4 PM - 8 PM\
Tuesday CLOSED\
","","697 088 1558","","Faneromenis 7, 15561 Athens, Greece","Arts and Entertainment","38.0048636","23.7961223"
"Road to Chicago ","Wednesday 11 AM - 6 PM\
Thursday 11 AM - 6 PM\
Friday CLOSED\
Saturday CLOSED\
Sunday CLOSED\
Monday CLOSED\
Tuesday 11 AM - 6 PM\
","","698 572 3478","","Iera Odos 30-32, 104 35 Athens, Greece","Arts and Entertainment","37.980027","23.714159"
"Artshot ","Wednesday 12 PM - 4 PM\
Thursday 12 PM - 4 PM\
Friday 12 PM - 4 PM\
Saturday 4 PM - 9 PM\
Sunday 4 PM - 9 PM\
Monday 12 PM - 4 PM\
Tuesday CLOSED\
","http://www.sophiagaitani.gr/","21 1404 4311","","LEBESI 11 MAKRIGIANI, 11742 Athens, Greece","Arts and Entertainment","37.967627805062","23.730275159268"
"Nathalie Makeup and Hair Art ","Wednesday 9 AM - 5 PM\
Thursday 9 AM - 5 PM\
Friday 9 AM - 5 PM\
Saturday 9 AM - 5 PM\
Sunday 9 AM - 5 PM\
Monday 9 AM - 5 PM\
Tuesday CLOSED\
","","","","Athens, Greece","Arts and Entertainment","37.975225408119","23.735618591309"
"SD Workstation ","","","694 445 0681","","","Arts and Entertainment",\N,\N
"Ioannidou Art Gallery ","","","21 0323 9638","","","Arts and Entertainment",\N,\N
"Boiler ","Wednesday 8 PM - 4 AM\
Thursday 8 PM - 4 AM\
Friday 8 PM - 4 AM\
Saturday 8 PM - 4 AM\
Sunday 8 PM - 4 AM\
Monday 8 PM - 4 AM\
Tuesday 8 PM - 4 AM\
","","","","Vlachava 9, 10551 Athens, Greece","Arts and Entertainment","37.97899","23.72712"
"Alternative Tours of Athens ","","http://www.atathens.org/","","","Evripidou 30, 10551 Athens, Greece","Arts and Entertainment","37.979995166683","23.727357387543"
"EKEI ","Wednesday 10 PM - 5 PM\
Thursday 10 PM - 5 PM\
Friday CLOSED\
Saturday 10 PM - 5 PM\
Sunday 11 PM - 6 AM\
Monday 11 PM - 6 AM\
Tuesday 10 PM - 5 PM\
","https://www.instagram.com/ekei.lekka23/","21 0325 1789","","Lekka 23 - 25, 10562 Athens, Greece","Arts and Entertainment","37.97701","23.73161"
"think+ ","","http://thinkpositive.gr/","","","","Arts and Entertainment",\N,\N
"Rockwood Athens ","Wednesday 7 PM - 3 AM\
Thursday 7 PM - 3 AM\
Friday 7 PM - 3 AM\
Saturday 7 PM - 3 AM\
Sunday 7 PM - 3 AM\
Monday 7 PM - 3 AM\
Tuesday CLOSED\
","http://www.rockwood.gr/","21 0823 0337","","Vasileos Irakleiou 2 & Patision 46, Athens, Greece, Athens, Greece","Arts and Entertainment","37.990077765172","23.731096233793"
"Gallery Kourd - Fine Art - Art Gallery - Athens, Greece | Facebook - 24 Reviews - 559 Photos","","http://www.gallerykourd.gr/","21 0642 6573","","2 Kassianis, 11471 Athens, Greece","Arts and Entertainment","37.98733","23.74718"
"TRES ","","http://tresathens.gr/","698 181 9665","","Zoodochou Pigis 3, 106 78 Athens, Greece","Arts and Entertainment","37.983631476478","23.733386993408"
"Lomography Greece - Arts & Entertainment - Athens, Greece | Facebook - 24 Reviews - 2,436 Photos","Wednesday 9 AM - 3 PM\
Thursday 9 AM - 3 PM\
Friday 9 AM - 3 PM\
Saturday 9 AM - 3 PM, 5 PM - 8 PM\
Sunday 9 AM - 3 PM, 5 PM - 8 PM\
Monday 10 AM - 3 AM\
Tuesday CLOSED\
","http://www.lomography.gr/","21 0384 1236","","Mavromichali, 10679 Athens, Greece","Arts and Entertainment","37.98594459","23.731853065"
"Lost N Found ","Wednesday 6 PM - 3:30 AM\
Thursday 6 PM - 3:30 AM\
Friday 6 PM - 3:30 AM\
Saturday 6 PM - 3 AM\
Sunday 6 PM - 6 AM\
Monday 6 PM - 6 AM\
Tuesday 6 PM - 3 AM\
","","21 0524 6564","","kerameikou 53, 10463 Athens, Greece","Arts and Entertainment","37.982208463056","23.720062067209"
"Club 22 Live Stage ","","http://www.club22.gr/","21 0924 4390","","vouliagmenis 22, 117 43 Athens, Greece","Arts and Entertainment","37.966025992803","23.732627670732"
"Estate ","Wednesday 11 PM - 5 AM\
Thursday 11 PM - 5 AM\
Friday CLOSED\
Saturday 11 PM - 5 AM\
Sunday 11 PM - 5 AM\
Monday 11 PM - 5 AM\
Tuesday CLOSED\
","http://www.estateathens.com/","21 0345 0345","","Andronikou 3, 11854 Athens, Greece","Arts and Entertainment","37.974089809335","23.707358054114"
"AREA 19 ","","","","","Orfeos 182 - Botanikos, 118 55 Athens, Greece","Arts and Entertainment","37.98034","23.69243"
"BEqueer ","Wednesday 9 PM - 2 AM\
Thursday 9 PM - 2 AM\
Friday CLOSED\
Saturday 9 PM - 2 AM\
Sunday 11:45 PM - 6 AM\
Monday 11:45 PM - 6 AM\
Tuesday CLOSED\
","https://www.instagram.com/bequeer_athens","21 3012 2249","","Keleou 10, 10435 Athens, Greece","Arts and Entertainment","37.98091","23.7122"
"Amalias 36 ","","http://www.amalias36.gr/","21 0323 0534","","Leoforos Vasilissis Amalias 36, 105 58 Athens, Greece","Arts and Entertainment","37.9715","23.73322"
"The Image Gallery ","Wednesday 9 AM - 5 PM\
Thursday 9 AM - 5 PM\
Friday 9 AM - 5 PM\
Saturday 9 AM - 5 PM\
Sunday 9 AM - 5 PM\
Monday CLOSED\
Tuesday CLOSED\
","http://www.theimage.gr/","21 0323 0534","","Leoforos Vasilissis Amalias 36, 105 58 Athens, Greece","Arts and Entertainment","37.9715","23.73322"
"Alibi Gallery Sarri 12 ","Wednesday 10 AM - 2 PM\
Thursday 10 AM - 2 PM\
Friday 10 AM - 2 PM, 4 PM - 10 PM\
Saturday 10 AM - 2 PM, 4 PM - 10 PM\
Sunday 10 AM - 2 PM, 4 PM - 10 PM\
Monday 10 AM - 10 PM\
Tuesday 10 AM - 10 PM\
","http://www.alibigallery.com/","693 226 7587","info@alibigallery.com","Sarri 12, 10553 Athens, Greece","Arts and Entertainment","37.97971","23.7235"
"ILEANA TOUNTA Contemporary Art Center - 279 Photos - 13 Reviews - Art Gallery - 48 Armatolon-Klefton st., 11471 Athens, Greece","Wednesday 12 PM - 5 PM\
Thursday 12 PM - 5 PM\
Friday 12 PM - 5 PM\
Saturday 12 PM - 5 PM\
Sunday 12 PM - 5 PM\
Monday 12 PM - 4 PM\
Tuesday CLOSED\
","http://www.art-tounta.gr/","21 0643 9466","","48 Armatolon-Klefton st., 11471 Athens, Greece","Arts and Entertainment","37.98697105223","23.752181094639"
"Margarita Theodorou Dance School ","Wednesday 5:30 PM - 10 PM\
Thursday 5:30 PM - 10 PM\
Friday 5:30 PM - 10 PM\
Saturday 5:30 PM - 10 PM\
Sunday 5:30 PM - 10 PM\
Monday CLOSED\
Tuesday CLOSED\
","http://scholi-choroy-margarita-theodo.webnode.gr/","21 0600 7781","","Amaryllidos 1 & Eirinis, 166 72 Athens, Greece","Arts and Entertainment","38.00462","23.82344"
"Alt-Grounds ","","","","","Athens, Greece","Arts and Entertainment","37.978845040497","23.735961914062"
"Party Mobile Services ","Wednesday 12 PM - 8 PM\
Thursday 12 PM - 8 PM\
Friday 12 PM - 8 PM\
Saturday 12 PM - 8 PM\
Sunday 12 PM - 8 PM\
Monday CLOSED\
Tuesday CLOSED\
","http://www.party.net.gr/","21 0671 8531","info@party.net.gr","42 G.Vlahou str , Neo Psyxiko, 11525 Athens, Greece","Arts and Entertainment","37.998585756","23.775317977"
"Cabrio Restaurant & Bar ","","http://www.athinais.com.gr/polixoros/el/entrance.html","21 0348 0010","cabriorestaurantbar@gmail.com","Kastorias 34-36 Botanikos, 10447 Athens, Greece","Arts and Entertainment","37.98362","23.71096"
"barazz ","Wednesday 10 PM - 2 AM\
Thursday 10 PM - 2 AM\
Friday CLOSED\
Saturday 10 PM - 2 AM\
Sunday 10 PM - 5 AM\
Monday 10 PM - 5 AM\
Tuesday CLOSED\
","http://www.barazz.gr/","","stofanos@hotmail.com","Theodoritou Vresthenis 61, 117 45 Athens, Greece","Arts and Entertainment","37.960883436896","23.726954946101"
"Batman Bar ","Wednesday 9:30 PM - 6:30 AM\
Thursday 9:30 PM - 6:30 AM\
Friday 9:30 PM - 6:30 AM\
Saturday 9:30 PM - 6:30 AM\
Sunday 9:30 PM - 6:30 AM\
Monday 9:30 PM - 6:30 AM\
Tuesday 9:30 PM - 6:30 AM\
","","21 0924 1585","batman.afternoon@yahoo.com","Theodoritou Vresthenis 40, 11743 Athens, Greece","Arts and Entertainment","37.96267","23.72915"
"Alpha Delta Gallery (AD Gallery) ","Wednesday 12 PM - 9 PM\
Thursday 12 PM - 9 PM\
Friday 12 PM - 9 PM\
Saturday 12 PM - 9 PM\
Sunday 12 PM - 9 PM\
Monday 12 PM - 4 PM\
Tuesday CLOSED\
","http://www.adgallery.gr/","21 0322 8785","","Pallados 3, 10554 Athens, Greece","Arts and Entertainment","37.978823945","23.72637135"
"Athens Night Life ","","","693 656 4587","","","Arts and Entertainment",\N,\N
"Homesick ","Wednesday 11 AM - 3 AM\
Thursday 11 AM - 3 AM\
Friday 11 AM - 3 AM\
Saturday 11 AM - 3 AM\
Sunday 11 AM - 5 AM\
Monday 11 AM - 5 AM\
Tuesday 11 AM - 3 AM\
","https://homesickcafebar.wixsite.com/homesickcafebar","21 0380 1585","","Andrea Metaxa 26 Athens, 10681 Athens, Greece","Arts and Entertainment","37.985961157","23.734639585018"
"Maggie's Talent Agency, Corporate Event Booking Agency ","","http://maggie-kalomvosaki.com/contact","","","","Arts and Entertainment",\N,\N
"Cinemax Cinemas ","","http://www.cinemax.gr/","","","","Arts and Entertainment",\N,\N
"Greek Instagramers Events ","","http://www.grevents.gr/","","","","Arts and Entertainment",\N,\N
"Athens Xclusive Designers Week - AXDW ","","http://www.axdw.gr/","21 0921 1013","","Dionysiou Areopagitou & Sungrou ave 2, 11742 Athens, Greece","Arts and Entertainment","37.958676369493","23.719961391937"
"Studio 24 - Athens, Greece | Facebook","","","697 887 8741","","Dekeleon 26, 11854 Athens, Greece","Arts and Entertainment","37.9776563","23.7098812"
"Bolivar Beach Bar ","Wednesday 8 AM - 9 PM\
Thursday 8 AM - 9 PM\
Friday 8 AM - 9 PM\
Saturday 8 AM - 9 PM\
Sunday 8 AM - 9 PM\
Monday 8 AM - 9 PM\
Tuesday 8 AM - 9 PM\
","http://www.bolivar.gr/","697 036 7684","bolivarbeachbar@yahoo.gr","Leoforos Poseidonos, 17455 Athens, Greece","Arts and Entertainment","37.90871","23.71516"
"Way Out Escape Rooms ","Wednesday 3 PM - 12:30 AM\
Thursday 3 PM - 12:30 AM\
Friday 3 PM - 12:30 AM\
Saturday 3 PM - 12:30 AM\
Sunday 3 PM - 12:30 AM\
Monday 12 PM - 12:30 AM\
Tuesday 12 PM - 12:30 AM\
","http://Wayoutescaperooms.gr/","698 779 5603","","Troias 61,vrilissia, 15235 Athens, Greece","Arts and Entertainment","38.0406","23.82866"
"Villa Mercedes ","","","21 0342 2606","","Andronikou & Tzaferi 11, 11854 Athens, Greece","Arts and Entertainment","37.974161895753","23.707356154919"
"Pandora Art Gallery ","Wednesday 10 AM - 9 PM\
Thursday 10 AM - 9 PM\
Friday 10 AM - 9 PM\
Saturday 10 AM - 9 PM\
Sunday 10 AM - 9 PM\
Monday 10 AM - 9 PM\
Tuesday 10 AM - 9 PM\
","http://www.pandora.gr/","21 0331 4437","","70 ADRIANOU Street, 105 56 Athens, Greece","Arts and Entertainment","37.974851549","23.727546117"
"VOX - Official ","","http://voxlive.gr/","21 0341 1000","","Iera Odos 16, 10435 Athienou","Arts and Entertainment","37.979321127772","23.715814273462"
"BOX Athens - Dance & Night Club - Athens, Greece - 555 Reviews - 9,501 Photos | Facebook","Wednesday 11:30 PM - 6 AM\
Thursday 11:30 PM - 6 AM\
Friday CLOSED\
Saturday CLOSED\
Sunday 11:30 PM - 6 AM\
Monday 11:30 PM - 6 AM\
Tuesday CLOSED\
","http://boxathens.com/","694 446 0930","","Peiraios 130, 11854 Athens, Greece","Arts and Entertainment","37.9754623","23.7101192"
"United We Fly ","Wednesday 10 AM - 6:30 PM\
Thursday 10 AM - 6:30 PM\
Friday 10 AM - 6:30 PM\
Saturday 10 AM - 6:30 PM\
Sunday 10 AM - 6:30 PM\
Monday CLOSED\
Tuesday CLOSED\
","http://www.unitedwefly.com/","21 0698 5340","","","Arts and Entertainment","37.99685","23.76944"
"Zoumboulakis Architects - Athens, Greece | Facebook","","http://www.zoumboulakisarchitects.gr/","21 0722 2080","info@zoumarch.gr","20 Kolonaki Square, 10673 Athens, Greece","Arts and Entertainment","37.976527819768","23.74051630497"
"Teatro Music Hall ","Wednesday 10 PM - 6 AM\
Thursday 10 PM - 6 AM\
Friday CLOSED\
Saturday CLOSED\
Sunday 10 PM - 6 AM\
Monday 10 PM - 6 AM\
Tuesday CLOSED\
","http://www.teatromusichall.gr/","","","\\u039B. \\u03A0\\u03BF\\u03C3\\u03B5\\u03B9\\u03B4\\u03CE\\u03BD\\u03BF\\u03C2 26-28, 17674 Athens, Greece","Arts and Entertainment","37.942259183762","23.686242083026"
"Seven Films ","","http://www.sevenfilms.gr/","21 0381 8777","","39 Valtetsiou str., 10681 Athens, Greece","Arts and Entertainment","37.9852","23.73594"
"HAOS FILM ","","http://www.haosfilm.com/","21 0322 2466","","Agiou Markou 10, 105 60 Athens, Greece","Arts and Entertainment","37.97806","23.72941"
"Great Escape Rooms - Escape Game Room - Athens, Greece | Facebook - 705 Reviews - 9,752 Photos","Wednesday 2:30 PM - 2 AM\
Thursday 2:30 PM - 2 AM\
Friday 2:30 PM - 2 AM\
Saturday CLOSED\
Sunday 2:30 PM - 2 AM\
Monday 2:30 PM - 2 AM\
Tuesday 11:30 AM - 2 AM\
","http://greatescape.gr/","21 3035 4432","","Lepeniotou 12, Psirri, 10554 Athens, Greece","Arts and Entertainment","37.9785","23.72291"
"Campeon football club ","","http://www.campeon.gr/","21 0610 0401","","3i Parodos Fragkokklisias, 15126 Athens, Greece","Arts and Entertainment","38.03741563826","23.809303890053"
"Hoop it ","","http://www.hoopit.gr/","697 443 6716","","Anaxagora 3, 10552 Athens, Greece","Arts and Entertainment","37.982341743911","23.72581361763"
"REX - Official - Performance Art Theatre - Athens, Greece - 347 Reviews - 196 Photos | Facebook","","https://www.n-t.gr/el/experimentalstage","21 0382 3269","","Panepistimiou 48, 10564 Athens, Greece","Arts and Entertainment","37.982844254632","23.731064258166"
"Lockhill - Athens, Greece | Facebook","Wednesday 5:30 PM - 11:30 PM\
Thursday 5:30 PM - 11:30 PM\
Friday 5:30 PM - 11:30 PM\
Saturday 5:30 PM - 11:30 PM\
Sunday 5:30 PM - 11:30 PM\
Monday 3:30 PM - 11:30 PM\
Tuesday 3:30 PM - 11:30 PM\
","http://www.lockhill.gr/","21 1400 7060","","Deligiorgi 55-59, 10437 Athens, Greece","Arts and Entertainment","37.984934156","23.721986984"
"Akanthus Beach ","","http://bit.ly/BoOKb","21 0968 0800","","Alimos, 174 55 Athens, Greece","Arts and Entertainment","37.905921135519","23.716382803103"
"Eleni Koroneou Gallery ","Wednesday 12 PM - 6 PM\
Thursday 12 PM - 6 PM\
Friday 12 PM - 6 PM\
Saturday 12 PM - 6 PM\
Sunday 12 PM - 6 PM\
Monday 12 PM - 4 PM\
Tuesday CLOSED\
","http://www.koroneougallery.com/","21 0341 1748","","Dimofontos 30 & Thorikion 7, 11851 Athens, Greece","Arts and Entertainment","37.97379","23.71454"
"Le Rêve Cafe Bistro & Cocktail Lounge ","","","21 0975 0410","","10 Andrea Papandreou, 163 45 Ilioupoli, Greece, 16345 Athens, Greece","Arts and Entertainment","37.939952211739","23.752073340938"
