name_gr,name_en,categories,address,phone,url
"Λαος και Καλαμακι","Λαος και Καλαμακι","€ Φαστ φουντ Μεσογειακή Μπάρμπεκιου ","Δρομος Κονδιλι Γλυφάδα 166 75,  Ελλάδα ","+30 21 0894 0414","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d7626181-Reviews-Laos_kai_Kalamaki-Glyfada_Attica.html"
"Ο Τσολιάς ","Ο Τσολιάς ","€€ - €€€ Μεσογειακή Ελληνική ","Λ. Βαρης 45 Βάρη 166 72,  Ελλάδα ","+30 21 0895 2446","https://www.tripadvisor.com.gr/Restaurant_Review-g3695551-d3654722-Reviews-Tsolias-Vari_East_Attica_Region_Attica.html"
"Μεζεκλίκ","Μεζεκλίκ","€€ - €€€ Θαλασσινά Ελληνική Μεσογειακή ","Θουκυδιδου 15 & 25ης Μαρτίου Αργυρούπολη 164 52,  Ελλάδα ","+30 21 0994 6035","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d7249845-Reviews-Mezeklik-Argyroupoli_Attica.html"
"Το Δραμι","Το Δραμι","€€ - €€€ Μεσογειακή Ελληνική Μπάρμπεκιου ","Φιλικής Εταιρείας 12 & Λαοδίκης 22 Γλυφάδα 104 31,  Ελλάδα ","+30 21 0894 4959","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d7369122-Reviews-To_Drami-Glyfada_Attica.html"
"Molly Malone's","Molly Malone's","€€ - €€€ Ιρλανδική ","8 Giannitsopoulou G. Γλυφάδα 166 74,  Ελλάδα ","+30 21 0894 4247","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d2588138-Reviews-Molly_Malone_s-Glyfada_Attica.html"
"Vincenzo","Vincenzo","€€ - €€€ Ιταλική Πίτσα Μεσογειακή ","Φιλικής Εταιρείας 12 Γλυφάδα 16674,  Ελλάδα ","+30 21 0898 3448","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d944818-Reviews-Vincenzo-Glyfada_Attica.html"
"Ο Ρουμελιώτης","Ο Ρουμελιώτης","€€ - €€€ Μεσογειακή Ελληνική Ψητοπωλείο ","Χειμάρρας 10 Γλυφάδα 16561,  Ελλάδα ","+30 21 0960 7562","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d12409150-Reviews-Roumeliotis-Glyfada_Attica.html"
"Just Burgers","Just Burgers","€€ - €€€ Αμερικανική ","Laodikis Λαοδίκης Γλυφάδα 166 73,  Ελλάδα ","+30 21 0968 0350","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d8137681-Reviews-Just_Burgers-Glyfada_Attica.html"
"Εστιατόριο ο Χάρης","Εστιατόριο ο Χάρης","€€ - €€€ Ελληνική ","Θέμιδος 1 Βάρκιζα,  Ελλάδα ","+30 21 0897 4394","https://www.tripadvisor.com.gr/Restaurant_Review-g562634-d7077049-Reviews-O_Charis-Varkiza_East_Attica_Region_Attica.html"
"Brothers In Law","Brothers In Law","€ Αμερικανική Φαστ φουντ Μπάρμπεκιου ","Γιαννιτσοπούλου 8 Γλυφάδα 16674,  Ελλάδα ","+30 21 0898 0210","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d15647402-Reviews-Brothers_In_Law-Glyfada_Attica.html"
"Ελαίας Γη","Ελαίας Γη","€€€€ Ελληνική Κατάλληλο για χορτοφάγους ","Ολυμπιονικών 4 & Δεξαμενής, Πολιτεία Κηφισιά 145 63,  Ελλάδα ","+30 21 0620 0005","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d1076257-Reviews-Eleas_Gi-Kifissia_Attica.html"
"Artisanal","Artisanal","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Ζηρινη 2 Κηφισιά 145 62,  Ελλάδα ","+30 21 0808 6111","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d7655565-Reviews-Artisanal-Kifissia_Attica.html"
"Stoffa","Stoffa","€€ - €€€ Μεσογειακή Ευρωπαϊκή ","Βασιλίσσης Αμαλίας 20 Κηφισιά 145 61,  Ελλάδα ","+30 21 0801 3853","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d4187340-Reviews-Stoffa-Kifissia_Attica.html"
"Il Salumaio Di Atene","Il Salumaio Di Atene","€€€€ Ιταλική Μεσογειακή Ευρωπαϊκή ","Παναγίτσας 3 Κηφισιά 145 62,  Ελλάδα ","+30 21 0623 3934","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d3709317-Reviews-Il_Salumaio_Di_Atene-Kifissia_Attica.html"
"Μπαρμπουνάκι","Μπαρμπουνάκι","€€ - €€€ Θαλασσινά Ελληνική Μεσογειακή ","Πατριάρχου Ιωακείμ 2 Πατριάρχου Ιωακείμ & Πατριάρχου Γρηγορίου Νέα Ερυθραία, Κηφισιά 146 71,  Ελλάδα ","+30 21 0807 0300","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d8550174-Reviews-Barbounaki-Nea_Erithraia_Kifissia_Attica.html"
"Χρώματα Βυθού","Χρώματα Βυθού","€€€€ Θαλασσινά Μεσογειακή Ελληνική ","Εκάλης 40 Νέα Ερυθραία, Κηφισιά 146 71,  Ελλάδα ","+30 21 0625 4152","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d844575-Reviews-Chromata_Vythou-Nea_Erithraia_Kifissia_Attica.html"
"Square Sushi Sushi Restaurant","Square Sushi Sushi Restaurant","€€€€ Ιαπωνική Σούσι Ασιατική ","Δηληγιάννη 56 Athens Κηφισιά 146 71,  Ελλάδα ","+30 21 0808 1881","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d2159422-Reviews-Square_Sushi_Sushi_Restaurant-Kifissia_Attica.html"
"Nice N Easy","Nice N Easy","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Παπαδιαμάντη 7 Κηφισιά 145 62,  Ελλάδα ","+30 21 0808 2014","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d6508901-Reviews-Nice_N_Easy-Kifissia_Attica.html"
"Ο Τζίτζικας κι ο Μέρμηγκας","Ο Τζίτζικας κι ο Μέρμηγκας","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Δροσίνη 12 Κηφισιά 145 62,  Ελλάδα ","+30 21 0623 0080","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d8436297-Reviews-Tzitzikas_Mermigas-Kifissia_Attica.html"
"Dos Hermanos","Dos Hermanos","€€ - €€€ Μεξικάνικη Λατινική Κατάλληλο για χορτοφάγους ","Κυριαζη 24 Κηφισιά 145 62,  Ελλάδα ","+30 21 0808 7906","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d3572546-Reviews-Dos_Hermanos-Kifissia_Attica.html"
"Παρασιά Ελληνική Κουζίνα","Παρασιά Ελληνική Κουζίνα","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Ελευθερίου Βενιζέλου 62 Κηφισιά 146 71,  Ελλάδα ","+30 21 0800 2682","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d8746917-Reviews-Parasia_Restaurant-Kifissia_Attica.html"
"Ταξιδεύοντας Στα Βόρεια ","Ταξιδεύοντας Στα Βόρεια ","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Ευαγγελιστρίας 36 Νέα Ερυθραία, Κηφισιά 146 71,  Ελλάδα ","+30 21 0620 1572","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d6749520-Reviews-Taxidevontas_Sta_Voreia-Nea_Erithraia_Kifissia_Attica.html"
"Zambri","Zambri","€€ - €€€ Kαφέ Διεθνής ","Αγίου Δημητρίου 9 Κηφισιά 14562,  Ελλάδα ","+30 21 0623 0063","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d10390263-Reviews-Zambri-Kifissia_Attica.html"
"Ancho Mexican Grill","Ancho Mexican Grill","€ Μεξικάνικη Λατινική ","9 Kassaveti Κηφισιά 145 62,  Ελλάδα ","+30 21 1183 1882","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d10598390-Reviews-Ancho_Mexican_Grill-Kifissia_Attica.html"
"Τσι-Τσι","Τσι-Τσι","€€ - €€€ Ψητοπωλείο Μεσογειακή Μπάρμπεκιου ","Ιλισίων 25 Κηφισιά 145 64,  Ελλάδα ","+30 21 0800 1920","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d8366259-Reviews-Tsi_tsi-Kifissia_Attica.html"
"Ue Pizza Bar","Ue Pizza Bar","€€ - €€€ Ιταλική Πίτσα Ευρωπαϊκή ","Κασσαβετη 13 και Λεβιδου 1 Κηφισιά 145 62,  Ελλάδα ","+30 21 0808 8304","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d7038770-Reviews-Ue_Pizza_Bar-Kifissia_Attica.html"
"Κιβωτός","Κιβωτός","€€ - €€€ Ψητοπωλείο Μεσογειακή Μπάρμπεκιου ","Διός 32 Κηφισιά 145 64,  Ελλάδα ","+30 21 0807 1014","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d8798829-Reviews-Kivotos-Kifissia_Attica.html"
"Little India","Little India","€€ - €€€ Ινδική Κατάλληλο για χορτοφάγους Επιλογές βίγκαν ","Κρήνης 2 Νέα Ερυθραία, Κηφισιά 146 71,  Ελλάδα ","+30 21 3032 8876","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d7707227-Reviews-Little_India-Nea_Erithraia_Kifissia_Attica.html"
"Βάθης","Βάθης","€€ - €€€ Ελληνική Μεσογειακή Κατάλληλο για χορτοφάγους ","Κύρου 7 Κηφισιά 14564,  Ελλάδα ","+30 21 0620 4834","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d12194474-Reviews-Vathis-Kifissia_Attica.html"
"Arch Cafe Eaterie","Arch Cafe Eaterie","€€ - €€€ Kαφέ Ευρωπαϊκή ","Αργυροπουλου 1-3 Κηφισιά 145 62,  Ελλάδα ","+30 21 0808 0801","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d7626141-Reviews-Arch_Cafe_Eaterie-Kifissia_Attica.html"
"Καφενειόν Γάκιας Μεζετζίδικον","Καφενειόν Γάκιας Μεζετζίδικον","€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Κρήνης 16 & Ευαγγελιστρίας Νέα Ερυθραία, Κηφισιά 146 71,  Ελλάδα ","+30 21 0620 3934","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d11741716-Reviews-Kafeneion_Gakias_Mezetzidikon-Nea_Erithraia_Kifissia_Attica.html"
"Η Καλη Παρεα","Η Καλη Παρεα","€ Ελληνική Θαλασσινά Μεσογειακή ","Ηρώων Πολυτεχνείου 14 Νέα Ερυθραία, Κηφισιά,  Ελλάδα ","+30 21 0625 2290","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d873179-Reviews-I_Kali_Parea-Nea_Erithraia_Kifissia_Attica.html"
"Θεσσαλία","Θεσσαλία","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Ελαιών 19 Κηφισιά 145 64,  Ελλάδα ","+30 21 0807 8837","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d5534408-Reviews-Thessalia-Kifissia_Attica.html"
"Giacomo","Giacomo","€€ - €€€ Ιταλική Πίτσα Μεσογειακή ","Λεβιδου 11 in the center of Kifisia Κηφισιά 145 62,  Ελλάδα ","+30 21 0801 4007","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d9867253-Reviews-Giacomo-Kifissia_Attica.html"
"Blue Pine Restaurant","Blue Pine Restaurant","€€€€ Γαλλική Ευρωπαϊκή Κατάλληλο για χορτοφάγους ","37 Tsaldari Panagi Κηφισιά 145 61,  Ελλάδα ","+30 21 0807 7745","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d2329765-Reviews-Blue_Pine_Restaurant-Kifissia_Attica.html"
"Ζάαταρ","Ζάαταρ","€€ - €€€ Ελληνική Μεσογειακή ","Χειμάρρας 7 Νέα Ερυθραία, Κηφισιά 146 71,  Ελλάδα ","+30 21 0807 0969","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d13455583-Reviews-Zaatar-Nea_Erithraia_Kifissia_Attica.html"
"Omikron","Omikron","€€ - €€€ Μεσογειακή Ελληνική ","Δρόσου 1 Κηφισιά 145 64,  Ελλάδα ","+30.210.8383840-","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d2464423-Reviews-Omikron-Kifissia_Attica.html"
"TGI Fridays","TGI Fridays","€€ - €€€ Αμερικανική ","35 Kolokotroni Κηφισιά 145 62,  Ελλάδα ","+30 21 0623 3947","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d780946-Reviews-TGI_Fridays-Kifissia_Attica.html"
"Buba Bistrot Exotique","Buba Bistrot Exotique","€€ - €€€ Ταϊλανδέζικη Βιετναμέζικη Ασιατική ","Παπαδιαμάντη 4 Kifisia Κηφισιά 145 62,  Ελλάδα ","+30 21 0623 1151","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d8144932-Reviews-Buba_Bistrot_Exotique-Kifissia_Attica.html"
"Yellow","Yellow","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","27 Kritis Harilaou Trikoupi Κηφισιά 145 63,  Ελλάδα ","+30 21 1411 0962","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d4307607-Reviews-Yellow-Kifissia_Attica.html"
"The Dalliance house","The Dalliance house","€€ - €€€ Kαφέ Μεσογειακή ","Κυριαζή 19 Κηφισιά 145 62,  Ελλάδα ","+30 21 0623 0775","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d7355036-Reviews-The_Dalliance_house-Kifissia_Attica.html"
"Sakana Sushi","Sakana Sushi","€€ - €€€ Ιαπωνική Σούσι Ασιατική ","Νέα Ερυθραία, Κηφισιά 14671,  Ελλάδα ","+30 21 0620 0017","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d10167313-Reviews-Sakana_Sushi-Nea_Erithraia_Kifissia_Attica.html"
"Peppers","Peppers","€€ - €€€ Μεσογειακή Ελληνική ","156 Trikoupi Charilaou Νέα Ερυθραία, Κηφισιά 146 71,  Ελλάδα ","21008001040","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d7625593-Reviews-Peppers-Nea_Erithraia_Kifissia_Attica.html"
"Μπερδεμα","Μπερδεμα","€€ - €€€ Μεσογειακή Ελληνική Επιλογές βίγκαν ","Σκιαθου 3 Κηφισιά 145 64,  Ελλάδα ","+30 21 0620 1108","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d1951790-Reviews-To_Berdema-Kifissia_Attica.html"
"Όρνιθες","Όρνιθες","€€ - €€€ Ψητοπωλείο ","Ελευθερίου Βενιζέλου 61 Νέα Ερυθραία, Κηφισιά 14671,  Ελλάδα ","+30 21 0620 7014","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d17699884-Reviews-Ornithes_Nea_Erythraia-Nea_Erithraia_Kifissia_Attica.html"
"Trattoria Napoletana","Trattoria Napoletana","€€ - €€€ Ιταλική Πίτσα Μεσογειακή ","Αναξαγόρα 19 Νέα Ερυθραία, Κηφισιά 146 71,  Ελλάδα ","+30 21 0625 3633","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d8693832-Reviews-Trattoria_Napoletana-Nea_Erithraia_Kifissia_Attica.html"
"Different Beast","Different Beast","€€ - €€€ Kαφέ Ευρωπαϊκή Κατάλληλο για χορτοφάγους ","Κασσαβέτη 19 Κηφισιά 145 62,  Ελλάδα ","+30 21 6700 4556","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d10520090-Reviews-Different_Beast-Kifissia_Attica.html"
"Αποστακτήριον","Αποστακτήριον","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Αγίων Αναργύρων 2 Νέα Ερυθραία, Κηφισιά 146 71,  Ελλάδα ","+30 21 0620 7126","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d3446596-Reviews-Apostaktirion-Nea_Erithraia_Kifissia_Attica.html"
"Κάρβουνο & Σχάρα","Κάρβουνο & Σχάρα","€ Μπάρμπεκιου Ελληνική ","Ελαιών 39 Νέα Κηφισιά Κηφισιά 14564,  Ελλάδα ","+30 21 0800 0688","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d10807897-Reviews-Karvouno_Schara-Kifissia_Attica.html"
"Common Secret Cafe","Common Secret Cafe","€€ - €€€ Kαφέ Ευρωπαϊκή Διεθνής ","Λ. Κιφισσιας 324 Κηφισιά 145 63,  Ελλάδα ","+30 21 0623 3810","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d7786317-Reviews-Common_Secret_Cafe-Kifissia_Attica.html"
"21","21","€€€€ Γαλλική Ψητοπωλείο Ελληνική ","Κολοκοτρώνη 21 Κηφισιά 145 62,  Ελλάδα ","+30 21 0623 0621","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d3617541-Reviews-21-Kifissia_Attica.html"
"Τηλέμαχος","Τηλέμαχος","€€ - €€€ Μπάρμπεκιου Ελληνική Ψητοπωλείο ","Φραγκοπούλου 19 Κηφισιά 145 61,  Ελλάδα ","+30 21 0807 7468","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d1011769-Reviews-Tilemaxos-Kifissia_Attica.html"
"Munchys","Munchys","€€ - €€€ Φαστ φουντ Αμερικανική ","Κασσαβέτη 9 Κηφισιά 145 62,  Ελλάδα ","+30 21 0808 7260","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d8355369-Reviews-Munchy_s-Kifissia_Attica.html"
"J Cocktail Bar Restaurant","J Cocktail Bar Restaurant","€€ - €€€ Kαφέ Ευρωπαϊκή ","6 Argiropoulou Κηφισιά 145 62,  Ελλάδα ","+30 21 0801 3896","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d4795230-Reviews-J_Cocktail_Bar_Restaurant-Kifissia_Attica.html"
"Museum Cafe-Restaurant","Museum Cafe-Restaurant","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Λεβίδου 13 Κηφισιά 145 62,  Ελλάδα ","+30 21 0801 1170","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d6778455-Reviews-Museum_Restaurant-Kifissia_Attica.html"
"BOA sushi","BOA sushi","€€ - €€€ Ιαπωνική Ασιατική Σούσι ","Χ.Τρικούπη 146 & Στροφυλίου Νέα Ερυθραία, Κηφισιά 14671,  Ελλάδα ","+30 21 6800 4040","https://www.tripadvisor.com.gr/Restaurant_Review-g2210944-d15273159-Reviews-BOA_sushi-Nea_Erithraia_Kifissia_Attica.html"
"Μπάρμπα Αλέξης","Μπάρμπα Αλέξης","€€ - €€€ ","Ιλισίων 13 Κηφισιά 145 64,  Ελλάδα ","+30 21 1183 1437","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d8686075-Reviews-Barba_Alexis-Kifissia_Attica.html"
"O Kostas","O Kostas","€€ - €€€ ","44 Eleon Κηφισιά 145 64,  Ελλάδα ","+30 21 0807 5375","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d7356187-Reviews-O_Kostas-Kifissia_Attica.html"
